ï»¿Date,Home,Away,HG,AG,H_Max,D_Max,A_Max,H_Avg,D_Avg,A_Avg,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG
10/10/2025,South Sudan,Senegal,0,5,23,9,1.15,17.88,7.66,1.12,0,5,0,5,9,9,0,5,1,0,0,0,,
10/10/2025,Sudan,Mauritania,0,0,2.1,3.14,4.2,2.02,3.02,3.9,8,7,0,2,10,4,5,0,2,2,0,0,,
10/10/2025,Suriname,Guatemala,1,1,2.5,3.1,3.6,2.36,2.94,3.1,14,7,5,2,11,10,6,3,1,1,0,0,0.47,0.3
10/10/2025,Sweden,Switzerland,0,2,2.5,3.6,2.87,2.43,3.43,2.78,7,17,0,8,13,10,4,9,1,1,0,0,0.91,2.14
10/10/2025,Togo,D.R. Congo,0,1,4.75,3.4,1.98,4.09,3.22,1.89,3,4,2,1,8,30,5,2,0,2,0,0,,
10/10/2025,Zimbabwe,South Africa,0,0,29,5,1.25,17.5,4.79,1.22,3,10,2,2,10,14,4,14,4,2,1,1,,
09/10/2025,Austria,San Marino,10,0,1.01,81,151,1,43.27,76.18,25,4,14,1,14,9,4,2,1,3,0,0,5.84,0.46
09/10/2025,Belarus,Denmark,0,6,28,9,1.15,22.76,8.26,1.12,5,24,1,11,10,9,4,7,2,1,0,0,0.32,4.72
09/10/2025,Botswana,Uganda,0,1,3.4,3.1,2.38,3.24,2.96,2.28,7,14,1,7,,,3,5,3,0,0,0,,
09/10/2025,Burundi,Kenya,0,1,2.48,3,3.7,2.35,2.91,3.19,7,6,3,3,7,16,1,3,0,3,1,0,,
09/10/2025,Cyprus,Bosnia & Herzegovina,2,2,4.1,3.5,2.1,3.8,3.38,1.99,14,14,3,6,16,19,3,5,2,4,0,0,2.15,1.5
09/10/2025,Czech Republic,Croatia,0,0,3.33,3.5,2.25,3.2,3.38,2.2,11,10,2,2,17,8,5,6,0,2,0,0,0.63,0.77
09/10/2025,Faroe Islands,Montenegro,4,0,3.1,3.1,2.6,2.97,3.04,2.48,12,10,6,3,9,18,7,2,0,2,0,0,2.57,0.46
09/10/2025,Finland,Lithuania,2,1,1.58,4,7,1.54,3.85,6.43,11,8,7,3,21,13,5,1,2,1,0,0,1.35,0.88
09/10/2025,Liberia,Namibia,3,1,3,2.85,3,2.8,2.77,2.73,4,7,3,1,,,7,5,0,1,0,0,,
09/10/2025,Malta,Netherlands,0,4,46,16,1.07,36.06,13.68,1.05,7,22,0,8,15,6,1,6,5,2,0,0,0.36,3.4
09/10/2025,Mozambique,Guinea,1,2,2.8,3.2,3,2.57,2.95,2.81,8,5,2,5,15,14,5,2,0,2,0,0,,
09/10/2025,Scotland,Greece,3,1,2.88,3.2,2.75,2.75,3.1,2.65,8,15,3,3,12,19,4,4,2,4,0,0,1.3,1.67
09/10/2025,Somalia,Algeria,0,3,67,19,1.03,43.47,15.33,1.02,2,18,1,9,,,3,17,1,1,0,0,,
08/10/2025,Central Africa,Ghana,0,5,15,6.75,1.2,13.09,6.06,1.19,2,18,0,11,10,8,2,9,2,1,0,0,,
08/10/2025,Chad,Mali,0,2,13,5.33,1.3,11.06,4.92,1.27,,,,,,,,,,,,,,
08/10/2025,Comoros,Madagascar,1,2,2.42,3,3.5,2.36,2.84,3.25,7,6,3,3,20,17,8,2,3,3,1,0,,
08/10/2025,Djibouti,Egypt,0,3,81,23,1.03,52.53,16.33,1.02,0,13,0,7,13,20,0,8,2,2,0,0,,
08/10/2025,Eswatini,Angola,2,2,7.5,3.75,1.57,6.74,3.6,1.52,8,11,4,8,14,10,0,8,1,0,0,0,,
08/10/2025,Ethiopia,Guinea Bissau,1,0,6.5,3.4,5.25,5.62,3.2,1.87,7,8,2,2,,,3,4,3,1,0,0,,
08/10/2025,Indonesia,Saudi Arabia,2,3,7,4.2,1.54,6.19,3.92,1.5,10,17,5,10,18,9,3,5,3,3,0,1,2.92,2.95
08/10/2025,Libya,Cape Verde,3,3,4,2.88,2.5,3.46,2.76,2.31,10,9,5,5,,,6,5,2,1,0,0,,
08/10/2025,Mauritius,Cameroon,0,2,29,10,1.11,23.06,8.32,1.09,2,12,2,6,15,14,0,3,2,1,0,0,,
08/10/2025,Niger,Congo,3,1,1.83,3.6,5,1.79,3.29,4.53,14,8,8,3,,,5,4,1,2,0,0,,
08/10/2025,Oman,Qatar,0,0,5,3.13,1.95,4.49,3.01,1.89,6,13,1,2,15,9,2,5,2,2,0,0,0.17,1.32
08/10/2025,Sierra Leone,Burkina Faso,0,1,4.75,3.4,1.95,4.41,3.24,1.82,11,11,7,8,,,10,4,1,3,0,0,,
08/10/2025,Tanzania,Zambia,0,1,2.9,2.9,3,2.7,2.83,2.78,9,6,2,4,16,17,4,6,3,2,0,0,,
10/09/2025,Bolivia,Brazil,1,0,3.7,3.35,2.18,3.57,3.24,2.12,23,10,10,3,18,9,5,4,0,2,0,0,1.84,0.34
10/09/2025,Chile,Uruguay,0,0,4.6,3.55,1.93,4.38,3.25,1.89,16,6,3,3,8,14,8,3,1,1,0,0,1.62,0.22
10/09/2025,Costa Rica,Haiti,3,3,1.45,4.5,7.5,1.43,4.16,6.62,24,11,11,8,13,9,10,4,2,3,0,0,2.06,2.01
10/09/2025,Curacao,Bermuda,3,2,1.21,7.25,14,1.18,6.53,11.31,22,6,10,3,11,16,10,3,2,1,0,0,2.85,1.08
10/09/2025,Ecuador,Argentina,1,0,3.45,2.8,2.8,3.23,2.71,2.63,11,8,4,0,13,10,2,8,4,3,1,1,1.69,0.41
10/09/2025,Honduras,Nicaragua,2,0,1.4,4.75,9,1.36,4.4,7.95,15,9,5,1,11,13,6,3,1,1,0,0,1.35,0.52
10/09/2025,Jamaica,Trinidad & Tobago,2,0,1.42,4.75,8.5,1.36,4.47,7.5,10,13,4,2,7,4,7,6,4,0,0,0,1.14,0.52
10/09/2025,Peru,Paraguay,0,1,2.8,2.9,3.3,2.65,2.73,3.15,12,7,3,5,6,12,6,7,0,1,0,0,0.71,0.42
10/09/2025,Venezuela,Colombia,3,6,2.9,3.3,2.8,2.76,3.07,2.69,11,13,8,9,14,16,3,2,1,0,0,0,1.22,2.14
09/09/2025,Albania,Latvia,1,0,1.36,5,12,1.31,4.87,10.56,13,10,3,2,10,11,2,4,0,3,0,0,1.7,1.27
09/09/2025,Angola,Mauritius,3,1,1.18,7,23,1.15,6.41,18.56,12,5,9,3,17,13,6,1,2,1,0,0,,
09/09/2025,Armenia,Ireland,2,1,4.2,3.6,2.04,3.83,3.42,1.96,15,8,8,5,9,13,1,2,1,1,0,0,2.45,0.8
09/09/2025,Azerbaijan,Ukraine,1,1,9.5,5.2,1.4,8.73,4.72,1.36,4,16,2,5,9,12,1,9,3,3,0,0,1,0.98
09/09/2025,Benin,Lesotho,4,0,1.53,3.9,10,1.46,3.7,8.03,14,7,9,1,15,19,0,2,2,2,0,0,,
09/09/2025,Bosnia & Herzegovina,Austria,1,2,5.5,3.8,1.73,5.04,3.73,1.68,16,11,3,5,16,21,3,2,2,5,0,1,1.92,1.31
09/09/2025,Burkina Faso,Egypt,0,0,3.2,3.15,2.4,3.08,3.01,2.33,3,8,0,2,12,17,3,2,1,1,0,0,,
09/09/2025,Cape Verde,Cameroon,1,0,2.95,2.9,2.88,2.81,2.75,2.75,9,8,4,2,17,11,2,7,2,2,0,0,,
09/09/2025,Cyprus,Romania,2,2,4.9,3.75,1.8,4.63,3.64,1.75,18,8,8,5,7,21,7,1,3,2,0,0,2.13,1.72
09/09/2025,D.R. Congo,Senegal,2,3,3.7,3,2.45,3.42,2.78,2.31,7,11,4,6,12,13,5,7,0,2,0,0,,
09/09/2025,El Salvador,Suriname,1,2,2.38,3.1,3.5,2.26,2.87,3.31,11,10,2,4,15,14,7,4,3,1,0,0,0.88,0.68
09/09/2025,France,Iceland,2,1,1.09,13,31,1.07,11.56,26.31,20,7,8,2,12,13,3,2,3,2,1,0,3,0.67
09/09/2025,Gabon,Ivory Coast,0,0,4.4,3,2.2,4,2.78,2.11,6,8,3,3,13,15,7,4,0,2,0,0,,
09/09/2025,Gambia,Burundi,2,0,1.85,3.4,4.9,1.79,3.28,4.51,11,7,6,1,14,14,8,5,2,3,0,0,,
09/09/2025,Hungary,Portugal,2,3,6.75,4.75,1.5,6.31,4.51,1.47,5,15,2,7,6,9,1,6,1,2,0,0,0.48,2.38
09/09/2025,Kenya,Seychelles,5,0,1.04,17.5,61,1.03,13.57,42.6,16,6,7,3,15,14,6,3,2,3,0,0,,
09/09/2025,Mauritania,South Sudan,0,0,1.37,4.6,11,1.34,4.29,9.7,18,4,6,1,7,23,9,3,0,7,0,0,,
09/09/2025,Namibia,Sao Tome and Principe,3,0,1.18,6.75,26,1.15,6.2,19.09,20,3,10,2,16,12,15,4,3,1,0,0,,
09/09/2025,Norway,Moldova,11,1,1.05,17,46,1.04,14.69,36.94,34,2,17,0,6,10,4,1,0,1,0,0,9.57,0.09
09/09/2025,Panama,Guatemala,1,1,1.38,5,9.5,1.33,4.61,8.14,18,7,6,1,22,11,6,2,3,3,0,0,1.58,0.93
09/09/2025,Serbia,England,0,5,4.6,3.4,1.95,4.23,3.31,1.91,3,24,0,12,11,10,2,6,1,1,1,0,0.08,4.22
09/09/2025,Sierra Leone,Ethiopia,2,0,1.96,3.1,4.75,1.9,2.98,4.45,12,6,5,3,2,8,4,2,0,0,0,0,,
09/09/2025,South Africa,Nigeria,1,1,3.05,2.88,3,2.77,2.73,2.81,8,4,4,2,11,17,2,1,3,2,0,0,,
09/09/2025,Tanzania,Niger,0,1,1.77,3.4,6.25,1.7,3.23,5.35,8,4,3,2,11,19,4,0,2,3,0,1,,
09/09/2025,Togo,Sudan,1,0,2.43,2.85,3.66,2.32,2.76,3.42,9,5,5,2,17,16,4,1,2,1,0,0,,
09/09/2025,Zimbabwe,Rwanda,0,1,3.05,2.88,2.88,2.87,2.68,2.77,9,10,3,6,13,16,10,0,1,4,0,0,,
08/09/2025,Belarus,Scotland,0,2,9,4.4,1.46,7.85,4.28,1.42,6,14,3,8,14,10,2,2,2,1,0,0,0.33,2.15
08/09/2025,Croatia,Montenegro,4,0,1.22,7,15,1.19,6.74,13.34,32,3,13,1,10,6,7,3,1,3,0,1,3.32,0.16
08/09/2025,Equatorial Guinea,Tunisia,0,1,3.7,2.95,2.33,3.5,2.83,2.25,9,3,4,2,18,18,2,4,1,5,0,0,,
08/09/2025,Ghana,Mali,1,0,2.62,2.9,3.4,2.46,2.72,3.23,6,9,2,4,10,12,5,2,2,0,0,0,,
08/09/2025,Gibraltar,Faroe Islands,0,1,7.5,4,1.53,7.06,3.86,1.51,7,13,2,6,11,13,3,7,3,1,0,0,0.8,1.58
08/09/2025,Greece,Denmark,0,3,2.37,3.3,3.3,2.32,3.17,3.16,4,15,1,8,14,14,3,3,1,1,0,0,0.17,1.94
08/09/2025,Guinea,Algeria,0,0,4.75,3.4,1.97,4.31,3.25,1.84,7,4,3,3,12,12,7,6,1,1,0,0,,
08/09/2025,Guinea Bissau,Djibouti,2,0,1.09,11.5,31,1.07,9.44,24.63,18,1,7,1,7,15,7,0,1,1,0,0,,
08/09/2025,Israel,Italy,4,5,8.5,5.3,1.4,7.55,5.04,1.37,11,17,7,7,15,12,4,4,0,0,0,0,1.54,1.85
08/09/2025,Kosovo,Sweden,2,0,5.75,4.1,1.65,5.21,3.99,1.61,11,14,5,5,13,12,1,5,5,4,1,0,1.49,0.95
08/09/2025,Libya,Eswatini,2,0,1.48,4.1,9.5,1.44,3.79,8.13,5,3,2,1,15,7,7,0,1,1,0,0,,
08/09/2025,Madagascar,Chad,3,1,1.2,6.5,19,1.17,6.02,16.25,6,4,5,2,16,19,9,1,5,3,0,0,,
08/09/2025,Malawi,Liberia,2,2,1.9,3.4,5.5,1.77,3.19,4.87,12,4,6,2,1,0,4,1,1,2,0,0,,
08/09/2025,Mozambique,Botswana,2,0,1.86,3.3,5,1.82,3.16,4.57,8,13,4,4,8,7,5,5,0,1,0,0,,
08/09/2025,Switzerland,Slovenia,3,0,1.44,4.75,9.5,1.38,4.54,8.13,12,6,6,1,10,15,5,2,0,2,0,0,1,0.19
08/09/2025,Uganda,Somalia,2,0,1.12,11.5,36,1.07,9.09,27.94,11,6,6,1,16,7,5,1,2,1,0,0,,
08/09/2025,Zambia,Morocco,0,2,8,4.75,1.41,7.2,4.48,1.38,8,4,3,3,9,12,6,1,1,4,0,0,,
07/09/2025,Belgium,Kazakhstan,6,0,1.05,17,46,1.04,14.47,36.75,35,5,15,2,6,10,11,1,0,2,0,0,3.62,0.23
07/09/2025,Central Africa,Comoros,0,2,6.25,3.45,1.73,5.63,3.27,1.66,12,5,3,3,11,12,7,5,1,3,0,0,,
07/09/2025,Georgia,Bulgaria,3,0,1.28,6,13,1.25,5.46,12.28,15,5,5,2,3,18,4,1,2,4,0,0,2.47,0.33
07/09/2025,Germany,Northern Ireland,3,1,1.22,8,17,1.19,7.19,13.41,11,3,6,1,9,13,3,5,1,4,0,0,2.61,0.28
07/09/2025,Lithuania,Netherlands,2,3,37,13,1.09,30.06,10.64,1.07,4,14,3,7,13,10,1,7,2,0,0,0,0.34,1.12
07/09/2025,Luxembourg,Slovakia,0,1,5.25,3.5,1.85,4.93,3.31,1.79,11,6,4,2,14,14,4,4,3,3,0,0,1.17,1.14
07/09/2025,North Macedonia,Liechtenstein,5,0,1.07,15,61,1.06,12.03,39,18,3,8,1,11,15,7,2,2,1,0,0,2.35,0.09
07/09/2025,Poland,Finland,3,1,1.44,4.75,7.5,1.41,4.53,7.22,15,5,6,2,11,11,8,2,1,0,0,0,2.25,0.26
07/09/2025,Turkey,Spain,0,6,6.5,4.5,1.53,6.03,4.4,1.5,11,21,2,12,6,9,8,4,0,0,0,0,0.54,2.76
06/09/2025,Armenia,Portugal,0,5,21,10,1.14,18.16,9.23,1.12,7,24,3,9,10,7,2,4,1,0,0,0,0.19,6.34
06/09/2025,Austria,Cyprus,1,0,1.13,13,29,1.09,10.72,22.69,10,16,3,5,14,6,7,3,1,4,0,0,2.14,1.25
06/09/2025,England,Andorra,2,0,1.01,41,151,1.01,29,74.62,11,2,7,0,10,8,8,0,1,1,0,0,1.95,0.09
06/09/2025,Haiti,Honduras,0,0,2.8,3.2,2.63,2.69,3.08,2.54,15,14,7,3,12,7,8,5,0,0,0,0,1.04,1.03
06/09/2025,Ireland,Hungary,2,2,2.75,3.1,3,2.65,2.96,2.87,23,9,8,6,14,13,4,1,3,5,0,1,2.75,1.74
06/09/2025,Latvia,Serbia,0,1,15,5.5,1.33,11.13,5.17,1.29,8,20,2,7,9,13,3,7,1,1,0,0,0.7,1.39
06/09/2025,Nicaragua,Costa Rica,1,1,7.5,4.1,1.57,6.54,3.84,1.48,9,11,2,2,6,13,4,6,1,2,1,0,1,0.63
06/09/2025,Nigeria,Rwanda,1,0,1.36,4.5,13,1.33,4.24,10.38,12,4,8,3,14,14,4,1,1,3,0,0,,
06/09/2025,San Marino,Bosnia & Herzegovina,0,6,35,11,1.14,23.5,8.75,1.11,4,22,1,10,17,20,0,6,2,2,1,0,0.14,3.62
06/09/2025,Trinidad & Tobago,Curacao,0,0,3.55,3.4,2.25,3.28,3.21,2.1,13,5,6,2,12,10,4,3,5,1,0,0,0.55,0.19
05/09/2025,Argentina,Venezuela,3,0,1.27,6,15,1.24,5.68,13.41,17,5,9,0,9,13,4,0,1,2,0,0,1.97,0.32
05/09/2025,Benin,Zimbabwe,1,0,2.35,3,3.6,2.23,2.92,3.37,5,3,2,2,,,2,5,2,3,0,0,,
05/09/2025,Bermuda,Jamaica,0,4,13,5.5,1.29,10.19,5.29,1.25,8,18,3,7,7,12,2,5,0,2,0,0,0.4,1.49
05/09/2025,Brazil,Chile,3,0,1.21,7,23,1.18,6.48,17.75,22,3,7,0,14,11,4,3,1,1,0,0,4.14,0.07
05/09/2025,Colombia,Bolivia,3,0,1.12,10.5,26,1.11,9.2,22.44,12,9,8,3,10,7,4,2,1,1,0,0,1.45,0.43
05/09/2025,Congo,Tanzania,1,1,4,3.15,2.3,3.42,2.97,2.18,5,2,2,2,6,2,2,7,2,0,0,0,,
05/09/2025,Denmark,Scotland,0,0,1.49,4.35,9.5,1.44,4.19,7.84,16,11,2,1,12,15,13,4,3,5,0,0,1.19,0.62
05/09/2025,Djibouti,Burkina Faso,0,6,26,8.5,1.14,21.38,7.63,1.11,3,12,1,7,,,2,5,0,1,1,0,,
05/09/2025,Egypt,Ethiopia,2,0,1.17,7.75,29,1.13,6.88,20.88,17,6,10,2,11,5,7,2,2,2,0,0,,
05/09/2025,Faroe Islands,Croatia,0,1,12,5.8,1.3,11.28,5.5,1.26,6,26,3,8,12,8,3,17,2,1,0,0,1.05,2.65
05/09/2025,Greece,Belarus,5,1,1.17,7.5,21,1.15,7.03,19.16,30,11,14,4,7,12,11,7,1,2,0,0,4.1,1
05/09/2025,Guatemala,El Salvador,0,1,1.78,3.6,5.5,1.71,3.27,5.02,19,10,5,1,10,12,10,1,2,3,0,0,1.06,0.58
05/09/2025,Iceland,Azerbaijan,5,0,1.48,4.6,8,1.43,4.41,7.26,14,2,7,0,12,12,3,2,1,2,0,0,3.15,0.48
05/09/2025,Italy,Estonia,5,0,1.07,15.5,36,1.05,13.28,32.38,40,4,13,2,9,14,12,3,1,3,0,0,4.73,0.41
05/09/2025,Ivory Coast,Burundi,1,0,1.23,6,19,1.2,5.49,15.09,14,1,5,0,18,14,4,1,2,1,0,0,,
05/09/2025,Kenya,Gambia,1,3,2.32,3.1,3.75,2.2,2.88,3.53,16,9,9,8,15,9,12,3,4,3,0,0,,
05/09/2025,Lesotho,South Africa,0,3,21,5.25,1.28,17.09,4.65,1.24,8,10,2,10,15,9,0,5,2,1,0,0,,
05/09/2025,Mauritania,Togo,2,0,2.9,3.1,2.85,2.77,2.91,2.62,9,4,6,3,20,15,4,4,2,1,0,0,,
05/09/2025,Moldova,Israel,0,4,6.33,4.2,1.55,5.97,4.06,1.53,12,16,3,9,5,10,3,5,0,2,0,0,1.09,3.49
05/09/2025,Montenegro,Czech Republic,0,2,5.5,4,1.67,5.16,3.81,1.65,22,20,5,10,13,16,6,6,4,1,0,0,1.24,3.25
05/09/2025,Morocco,Niger,5,0,1.18,7.25,23,1.15,6.6,17,21,2,13,1,14,12,12,3,0,4,0,1,,
05/09/2025,Namibia,Malawi,1,2,2.35,2.7,4,2.25,2.63,3.83,6,11,3,5,13,15,6,8,3,3,0,0,,
05/09/2025,Paraguay,Ecuador,0,0,2.5,2.75,4,2.38,2.65,3.81,7,6,3,1,15,8,6,1,3,1,0,0,0.63,0.24
05/09/2025,Senegal,Sudan,2,0,1.22,5.5,26,1.21,5.05,18.69,9,6,5,1,18,13,4,5,1,1,0,0,,
05/09/2025,Slovenia,Sweden,2,2,3.5,3.35,2.25,3.38,3.27,2.17,9,6,4,2,19,21,1,4,2,2,0,0,0.75,1.31
05/09/2025,Somalia,Guinea,0,3,13,6.5,1.25,12,5.91,1.21,5,11,2,6,12,10,2,9,1,1,0,0,,
05/09/2025,South Sudan,D.R. Congo,1,4,7.5,4,1.57,6.56,3.67,1.51,7,11,5,8,5,11,5,3,1,0,0,0,,
05/09/2025,Switzerland,Kosovo,4,0,1.42,5.1,8,1.39,4.74,7.41,10,7,5,1,11,10,3,4,2,0,0,0,1.58,0.52
05/09/2025,Uganda,Mozambique,4,0,1.92,3.25,4.75,1.87,3.06,4.51,18,3,9,2,16,3,11,0,2,0,0,0,,
05/09/2025,Ukraine,France,0,2,10,5.5,1.35,9.25,5.12,1.32,8,16,3,6,10,8,4,4,0,0,0,0,1.34,2.42
05/09/2025,Uruguay,Peru,3,0,1.44,4.4,10,1.42,4.07,8.97,24,11,7,3,8,14,6,1,2,3,0,0,2.49,0.45
04/09/2025,Algeria,Botswana,3,1,1.25,5.8,15,1.22,5.45,13.44,16,11,11,5,9,10,6,2,4,2,0,0,,
04/09/2025,Angola,Libya,0,1,1.64,3.6,7.5,1.58,3.4,6.41,8,2,1,1,17,14,9,1,1,2,0,0,,
04/09/2025,Bulgaria,Spain,0,3,41,15,1.07,34.56,12.59,1.05,3,24,0,12,6,17,1,6,0,1,0,0,0.1,3.51
04/09/2025,Cameroon,Eswatini,3,0,1.21,6.25,23,1.18,5.68,16.53,11,8,5,4,3,3,6,1,0,2,0,0,,
04/09/2025,Chad,Ghana,1,1,23,7.5,1.18,17.09,6.8,1.14,8,6,2,2,8,16,0,7,1,1,0,0,,
04/09/2025,Georgia,Turkey,2,3,3,3.5,2.4,2.96,3.38,2.33,15,6,4,3,13,14,6,2,4,3,1,1,1.14,0.73
04/09/2025,Guinea Bissau,Sierra Leone,1,1,2.28,3.25,3.8,2.12,3.03,3.52,11,5,7,2,14,14,4,3,1,3,0,0,,
04/09/2025,Kazakhstan,Wales,0,1,6.66,3.9,1.63,6.05,3.66,1.6,14,16,3,5,12,13,6,6,1,1,0,0,0.81,1.33
04/09/2025,Liechtenstein,Belgium,0,6,181,41,1.01,84.7,29.1,1.01,0,24,0,9,11,12,0,10,2,0,0,0,0,3.13
04/09/2025,Lithuania,Malta,1,1,1.63,3.6,7.5,1.59,3.45,6.85,14,14,4,3,17,18,4,2,5,6,1,1,1.65,1.92
04/09/2025,Luxembourg,Northern Ireland,1,3,3.8,2.95,2.3,3.72,2.85,2.25,7,11,3,6,12,9,2,5,4,1,1,0,0.54,1.41
04/09/2025,Madagascar,Central Africa,2,0,1.85,3.4,4.75,1.82,3.29,4.35,5,3,3,0,,,5,3,1,1,0,0,,
04/09/2025,Mali,Comoros,3,0,1.43,4.2,9.5,1.4,4.03,8.41,9,6,7,2,18,17,2,1,1,2,0,0,,
04/09/2025,Mauritius,Cape Verde,0,2,10,4.2,1.5,7.56,3.87,1.44,4,11,2,3,4,10,4,5,0,0,0,0,,
04/09/2025,Netherlands,Poland,1,1,1.29,6.25,12,1.26,5.74,10.44,14,6,5,2,11,11,7,4,0,0,0,0,1.24,0.3
04/09/2025,Sao Tome and Principe,Equatorial Guinea,2,3,17,5,1.31,12.03,4.48,1.29,6,16,3,8,14,8,0,12,2,1,0,0,,
04/09/2025,Slovakia,Germany,2,0,7.5,5,1.44,6.96,4.75,1.41,8,14,5,4,12,18,5,8,1,2,0,0,1.28,1.74
04/09/2025,Suriname,Panama,0,0,5,3.65,1.81,4.78,3.43,1.69,9,15,3,4,7,10,3,11,2,1,0,0,0.72,1.08
04/09/2025,Tunisia,Liberia,3,0,1.29,5.6,13,1.24,5.19,12,12,4,8,3,19,14,5,1,1,2,0,0,,
03/09/2025,Seychelles,Gabon,0,4,36,13.5,1.06,27.64,11.21,1.05,,,,,,,,,,,,,,
11/06/2025,Argentina,Colombia,1,1,1.7,3.6,6.5,1.65,3.45,5.84,10,11,3,5,16,12,4,6,2,4,1,0,1.08,1.29
11/06/2025,Brazil,Paraguay,1,0,1.4,4.9,11.5,1.37,4.45,9.34,11,5,4,1,11,16,11,3,2,1,0,0,2.2,0.22
11/06/2025,Costa Rica,Trinidad & Tobago,2,1,1.32,5.5,10,1.27,5.13,8.66,,,,,,,,,,,,,,
11/06/2025,Dominican Republic,Dominica,5,0,1.05,19,36,1.03,15.42,29.83,,,,,,,,,,,,,,
11/06/2025,El Salvador,Suriname,1,1,2.38,3,4,2.18,2.74,3.65,,,,,,,,,,,,,,
11/06/2025,Guyana,Montserrat,3,0,1.73,3.7,5.5,1.69,3.35,4.82,,,,,,,,,,,,,,
11/06/2025,Honduras,Antigua and Barbuda,2,0,1.05,17,51,1.03,13.13,35.27,,,,,,,,,,,,,,
11/06/2025,Jamaica,Guatemala,3,0,2.3,3.5,3.6,2.07,3.26,3.28,,,,,,,,,,,,,,
11/06/2025,Panama,Nicaragua,3,0,1.35,5,10,1.32,4.62,8.28,,,,,,,,,,,,,,
11/06/2025,Peru,Ecuador,0,0,3.9,2.7,2.66,3.41,2.59,2.57,13,10,5,3,11,13,2,0,4,2,0,1,0.7,0.8
11/06/2025,Puerto Rico,Saint Vincent and the Grenadines,2,1,1.46,5.25,8,1.36,4.64,6.78,,,,,,,,,,,,,,
11/06/2025,Uruguay,Venezuela,2,0,1.65,3.7,6.4,1.61,3.56,6.02,12,10,5,1,15,10,10,1,2,3,0,0,1.16,0.49
10/06/2025,Bolivia,Chile,2,0,1.76,3.65,5.33,1.72,3.53,5,16,13,7,2,7,13,6,6,1,3,1,1,2.29,0.3
10/06/2025,China,Bahrain,1,0,2.4,3.1,3.5,2.32,2.91,3.25,13,8,4,2,6,6,5,3,1,0,0,0,1.64,0.53
10/06/2025,Cuba,Bermuda,1,2,1.55,4.75,6,1.49,4.23,5.2,,,,,,,,,,,,,,
10/06/2025,Finland,Poland,2,1,3.4,3.2,2.4,3.24,3.1,2.32,13,24,4,9,10,10,4,4,1,2,0,0,2.47,1.51
10/06/2025,Haiti,Curacao,1,5,2.2,3.6,3.4,2.06,3.33,3.18,,,,,,,,,,,,,,
10/06/2025,Iran,North Korea,3,0,1.18,7.75,19,1.15,6.95,15.35,25,8,8,1,8,14,2,6,1,2,0,1,4.37,0.34
